scenario,seed,task_id,task_class,urgency_score,deadline_seconds,completed,completed_seconds,failed,failed_reason,final_status,completed_by_agent
LB,103,task_time_critical_lightweight_4,time_critical_lightweight,0.8793174987113003,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_5,time_critical_lightweight,0.7453071219044164,15960.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_6,time_critical_lightweight,0.9405001457932692,16560.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_7,time_critical_lightweight,0.9967292359223714,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_8,time_critical_lightweight,0.956249863078559,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_9,time_critical_lightweight,0.99615912292639,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_10,time_critical_lightweight,0.7679542876123209,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,103,task_time_critical_lightweight_11,time_critical_lightweight,0.8558745641192899,18600.0,0,-1.0,1,lifeline_zero,failed,
M,105,task_routine_bulk_0,routine_bulk,0.3059056004720363,8400.0,1,940.0,0,,delivered,truck_1
M,105,task_routine_bulk_1,routine_bulk,0.4057308527874791,8800.0,1,580.0,0,,delivered,truck_0
M,105,task_routine_bulk_2,routine_bulk,0.3977700171064743,9200.0,1,360.0,0,,delivered,truck_1
M,105,task_routine_bulk_3,routine_bulk,0.5146436317733725,9600.0,1,1140.0,0,,delivered,truck_1
M,105,task_routine_bulk_4,routine_bulk,0.4422958379032641,10000.0,1,2800.0,0,,delivered,truck_1
M,105,task_routine_bulk_5,routine_bulk,0.3520407981066683,10400.0,1,2080.0,0,,delivered,truck_0
M,105,task_time_critical_lightweight_0,time_critical_lightweight,0.7658387769784892,4800.0,0,-1.0,1,deadline_exceeded,failed,
M,105,task_time_critical_lightweight_1,time_critical_lightweight,0.8130983060551982,5000.0,0,-1.0,1,deadline_exceeded,failed,
M,105,task_time_critical_lightweight_2,time_critical_lightweight,0.8916818882693054,5680.0,0,-1.0,1,deadline_exceeded,failed,
M,105,task_time_critical_lightweight_3,time_critical_lightweight,0.9033160322121574,5400.0,0,-1.0,1,deadline_exceeded,failed,
M,105,task_time_critical_lightweight_4,time_critical_lightweight,0.8520740112624341,5600.0,0,-1.0,1,deadline_exceeded,failed,
M,105,task_time_critical_lightweight_5,time_critical_lightweight,0.8899498546824776,6280.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_routine_bulk_0,routine_bulk,0.4791820181037265,19200.0,1,1340.0,0,,delivered,truck_2
L,104,task_routine_bulk_1,routine_bulk,0.5886518651509982,20400.0,1,2780.0,0,,delivered,truck_0
L,104,task_routine_bulk_2,routine_bulk,0.276105417555162,21600.0,1,2440.0,0,,delivered,truck_1
L,104,task_routine_bulk_3,routine_bulk,0.4856080726818375,22800.0,1,3040.0,0,,delivered,truck_2
L,104,task_routine_bulk_4,routine_bulk,0.5478035996107795,24000.0,1,2500.0,0,,delivered,truck_0
L,104,task_routine_bulk_5,routine_bulk,0.3513742626619964,25200.0,1,1900.0,0,,delivered,truck_3
L,104,task_routine_bulk_6,routine_bulk,0.4791203724344151,26400.0,1,1620.0,0,,delivered,truck_0
L,104,task_routine_bulk_7,routine_bulk,0.4152644182883732,27600.0,1,2220.0,0,,delivered,truck_3
L,104,task_time_critical_lightweight_0,time_critical_lightweight,0.7334050411538343,12000.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_1,time_critical_lightweight,0.7756329563794074,12600.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_2,time_critical_lightweight,0.7888680287525364,14160.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_3,time_critical_lightweight,0.8367675481815295,13800.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_4,time_critical_lightweight,0.8127661232413205,15360.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_5,time_critical_lightweight,0.8423225708886023,15960.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_6,time_critical_lightweight,0.8491294207660127,15600.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_7,time_critical_lightweight,0.92867704351312,16200.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_8,time_critical_lightweight,0.8211665605115068,16800.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_9,time_critical_lightweight,0.8946614200318721,17400.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_10,time_critical_lightweight,0.9073734486686894,18000.0,0,-1.0,1,lifeline_zero,failed,
L,104,task_time_critical_lightweight_11,time_critical_lightweight,0.7839172668337464,18600.0,0,-1.0,1,lifeline_zero,failed,
RB,101,basic_01,routine_bulk,0.4,33600.0,1,1360.0,0,,delivered,truck_0
RB,101,basic_02,routine_bulk,0.4,35200.0,1,2540.0,0,,delivered,truck_1
RB,101,basic_03,routine_bulk,0.4,36800.0,1,2820.0,0,,delivered,truck_0
RB,101,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,101,basic_05,routine_bulk,0.4,40000.0,1,5440.0,0,,delivered,truck_2
RB,101,basic_06,routine_bulk,0.4,41600.0,1,1500.0,0,,delivered,truck_3
RB,101,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,101,basic_08,routine_bulk,0.4,44800.0,1,2540.0,0,,delivered,truck_3
RB,101,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,101,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
MB,105,task_routine_bulk_0,routine_bulk,0.3059056004720363,8400.0,1,940.0,0,,delivered,truck_1
MB,105,task_routine_bulk_1,routine_bulk,0.4057308527874791,8800.0,1,580.0,0,,delivered,truck_0
MB,105,task_routine_bulk_2,routine_bulk,0.3977700171064743,9200.0,1,360.0,0,,delivered,truck_1
MB,105,task_routine_bulk_3,routine_bulk,0.5146436317733725,9600.0,1,1140.0,0,,delivered,truck_1
MB,105,task_routine_bulk_4,routine_bulk,0.4422958379032641,10000.0,1,2800.0,0,,delivered,truck_1
MB,105,task_routine_bulk_5,routine_bulk,0.3520407981066683,10400.0,1,2380.0,0,,delivered,truck_0
MB,105,task_time_critical_lightweight_0,time_critical_lightweight,0.7658387769784892,4800.0,0,-1.0,1,deadline_exceeded,failed,
MB,105,task_time_critical_lightweight_1,time_critical_lightweight,0.8130983060551982,5000.0,0,-1.0,1,deadline_exceeded,failed,
MB,105,task_time_critical_lightweight_2,time_critical_lightweight,0.8916818882693054,5680.0,0,-1.0,1,lifeline_zero,failed,
MB,105,task_time_critical_lightweight_3,time_critical_lightweight,0.9033160322121574,5400.0,0,-1.0,1,lifeline_zero,failed,
MB,105,task_time_critical_lightweight_4,time_critical_lightweight,0.8520740112624341,5600.0,0,-1.0,1,lifeline_zero,failed,
MB,105,task_time_critical_lightweight_5,time_critical_lightweight,0.8899498546824776,6280.0,0,-1.0,1,lifeline_zero,failed,
RB,100,basic_01,routine_bulk,0.4,33600.0,1,1120.0,0,,delivered,truck_0
RB,100,basic_02,routine_bulk,0.4,35200.0,1,3160.0,0,,delivered,truck_1
RB,100,basic_03,routine_bulk,0.4,36800.0,1,3080.0,0,,delivered,truck_0
RB,100,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,100,basic_05,routine_bulk,0.4,40000.0,1,5360.0,0,,delivered,truck_2
RB,100,basic_06,routine_bulk,0.4,41600.0,1,1500.0,0,,delivered,truck_3
RB,100,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,100,basic_08,routine_bulk,0.4,44800.0,1,2540.0,0,,delivered,truck_3
RB,100,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,100,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
M,106,task_routine_bulk_0,routine_bulk,0.3180764419275411,8400.0,1,720.0,0,,delivered,truck_0
M,106,task_routine_bulk_1,routine_bulk,0.4852245273773641,8800.0,1,900.0,0,,delivered,truck_0
M,106,task_routine_bulk_2,routine_bulk,0.4074517954232363,9200.0,1,340.0,0,,delivered,truck_0
M,106,task_routine_bulk_3,routine_bulk,0.21749767735745,9600.0,1,1680.0,0,,delivered,truck_1
M,106,task_routine_bulk_4,routine_bulk,0.3675730657870359,10000.0,1,720.0,0,,delivered,truck_1
M,106,task_routine_bulk_5,routine_bulk,0.2329647322832483,10400.0,1,400.0,0,,delivered,truck_1
M,106,task_time_critical_lightweight_0,time_critical_lightweight,0.9092305907395486,4800.0,0,-1.0,1,deadline_exceeded,failed,
M,106,task_time_critical_lightweight_1,time_critical_lightweight,0.9657041978941688,5000.0,0,-1.0,1,deadline_exceeded,failed,
M,106,task_time_critical_lightweight_2,time_critical_lightweight,0.8172926331630737,5200.0,0,-1.0,1,deadline_exceeded,failed,
M,106,task_time_critical_lightweight_3,time_critical_lightweight,0.7587095546770535,5400.0,0,-1.0,1,deadline_exceeded,failed,
M,106,task_time_critical_lightweight_4,time_critical_lightweight,0.9980978694142576,6080.0,0,-1.0,1,lifeline_zero,failed,
M,106,task_time_critical_lightweight_5,time_critical_lightweight,0.9653956380512296,6280.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_routine_bulk_0,routine_bulk,0.5914487685478238,19200.0,1,1540.0,0,,delivered,truck_0
LB,100,task_routine_bulk_1,routine_bulk,0.328770105116882,20400.0,1,840.0,0,,delivered,truck_2
LB,100,task_routine_bulk_2,routine_bulk,0.5197299581475797,21600.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_routine_bulk_3,routine_bulk,0.363407140663305,22800.0,1,4680.0,0,,delivered,truck_2
LB,100,task_routine_bulk_4,routine_bulk,0.2526593582373026,24000.0,1,1740.0,0,,delivered,truck_3
LB,100,task_routine_bulk_5,routine_bulk,0.2329605481754598,25200.0,1,1340.0,0,,delivered,truck_0
LB,100,task_routine_bulk_6,routine_bulk,0.4624468108490506,26400.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_routine_bulk_7,routine_bulk,0.5338128687931456,27600.0,1,1320.0,0,,delivered,truck_1
LB,100,task_time_critical_lightweight_0,time_critical_lightweight,0.8572362469902544,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_1,time_critical_lightweight,0.7681740887900437,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_2,time_critical_lightweight,0.8022891552475101,13200.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_3,time_critical_lightweight,0.960215083465178,14760.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_4,time_critical_lightweight,0.8154167223421255,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_5,time_critical_lightweight,0.9867416871112792,15960.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_6,time_critical_lightweight,0.8746488677361269,15600.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_7,time_critical_lightweight,0.7446621799769354,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_8,time_critical_lightweight,0.8689502560984448,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_9,time_critical_lightweight,0.7554846985257647,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_10,time_critical_lightweight,0.7210061967003056,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,100,task_time_critical_lightweight_11,time_critical_lightweight,0.732056640977218,18600.0,0,-1.0,1,lifeline_zero,failed,
RB,102,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,102,basic_02,routine_bulk,0.4,35200.0,1,3160.0,0,,delivered,truck_1
RB,102,basic_03,routine_bulk,0.4,36800.0,1,1860.0,0,,delivered,truck_0
RB,102,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,102,basic_05,routine_bulk,0.4,40000.0,1,5640.0,0,,delivered,truck_0
RB,102,basic_06,routine_bulk,0.4,41600.0,1,1540.0,0,,delivered,truck_3
RB,102,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,102,basic_08,routine_bulk,0.4,44800.0,1,4140.0,0,,delivered,truck_2
RB,102,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,102,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
MB,106,task_routine_bulk_0,routine_bulk,0.3180764419275411,8400.0,1,720.0,0,,delivered,truck_0
MB,106,task_routine_bulk_1,routine_bulk,0.4852245273773641,8800.0,1,900.0,0,,delivered,truck_0
MB,106,task_routine_bulk_2,routine_bulk,0.4074517954232363,9200.0,1,340.0,0,,delivered,truck_0
MB,106,task_routine_bulk_3,routine_bulk,0.21749767735745,9600.0,1,1680.0,0,,delivered,truck_1
MB,106,task_routine_bulk_4,routine_bulk,0.3675730657870359,10000.0,1,720.0,0,,delivered,truck_1
MB,106,task_routine_bulk_5,routine_bulk,0.2329647322832483,10400.0,1,400.0,0,,delivered,truck_1
MB,106,task_time_critical_lightweight_0,time_critical_lightweight,0.9092305907395486,4800.0,0,-1.0,1,deadline_exceeded,failed,
MB,106,task_time_critical_lightweight_1,time_critical_lightweight,0.9657041978941688,5000.0,0,-1.0,1,lifeline_zero,failed,
MB,106,task_time_critical_lightweight_2,time_critical_lightweight,0.8172926331630737,5200.0,0,-1.0,1,deadline_exceeded,failed,
MB,106,task_time_critical_lightweight_3,time_critical_lightweight,0.7587095546770535,5400.0,0,-1.0,1,lifeline_zero,failed,
MB,106,task_time_critical_lightweight_4,time_critical_lightweight,0.9980978694142576,6080.0,0,-1.0,1,lifeline_zero,failed,
MB,106,task_time_critical_lightweight_5,time_critical_lightweight,0.9653956380512296,6280.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_routine_bulk_0,routine_bulk,0.4422958379032641,19200.0,1,3320.0,0,,delivered,truck_0
L,105,task_routine_bulk_1,routine_bulk,0.3520407981066683,20400.0,1,1880.0,0,,delivered,truck_0
L,105,task_routine_bulk_2,routine_bulk,0.287785035971319,21600.0,1,2680.0,0,,delivered,truck_2
L,105,task_routine_bulk_3,routine_bulk,0.350797741406931,22800.0,1,1360.0,0,,delivered,truck_2
L,105,task_routine_bulk_4,routine_bulk,0.4555758510257406,24000.0,1,2460.0,0,,delivered,truck_1
L,105,task_routine_bulk_5,routine_bulk,0.4710880429495432,25200.0,1,3080.0,0,,delivered,truck_0
L,105,task_routine_bulk_6,routine_bulk,0.4027653483499122,26400.0,1,1620.0,0,,delivered,truck_1
L,105,task_routine_bulk_7,routine_bulk,0.4532664729099701,27600.0,1,1340.0,0,,delivered,truck_1
L,105,task_time_critical_lightweight_0,time_critical_lightweight,0.8976075549457397,12000.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_1,time_critical_lightweight,0.778127135572565,12600.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_2,time_critical_lightweight,0.7499811226475924,13200.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_3,time_critical_lightweight,0.9578263112503582,13800.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_4,time_critical_lightweight,0.795836380139859,15360.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_5,time_critical_lightweight,0.780918270447546,15000.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_6,time_critical_lightweight,0.8689360715219382,16560.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_7,time_critical_lightweight,0.9402474835352292,17160.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_8,time_critical_lightweight,0.9661089449093814,16800.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_9,time_critical_lightweight,0.8274854444539167,17400.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_10,time_critical_lightweight,0.7765952172368125,18000.0,0,-1.0,1,lifeline_zero,failed,
L,105,task_time_critical_lightweight_11,time_critical_lightweight,0.8832814159350445,18600.0,0,-1.0,1,lifeline_zero,failed,
M,107,task_routine_bulk_0,routine_bulk,0.4853363518492926,8400.0,1,360.0,0,,delivered,truck_1
M,107,task_routine_bulk_1,routine_bulk,0.3119932444215186,8800.0,1,1560.0,0,,delivered,truck_0
M,107,task_routine_bulk_2,routine_bulk,0.2402418763894424,9200.0,1,1420.0,0,,delivered,truck_1
M,107,task_routine_bulk_3,routine_bulk,0.3157313776456841,9600.0,1,640.0,0,,delivered,truck_0
M,107,task_routine_bulk_4,routine_bulk,0.4097881627051271,10000.0,1,1700.0,0,,delivered,truck_1
M,107,task_routine_bulk_5,routine_bulk,0.4888413201713214,10400.0,1,2200.0,0,,delivered,truck_0
M,107,task_time_critical_lightweight_0,time_critical_lightweight,0.964846292553054,4800.0,0,-1.0,1,deadline_exceeded,failed,
M,107,task_time_critical_lightweight_1,time_critical_lightweight,0.7874535744397599,5000.0,0,-1.0,1,deadline_exceeded,failed,
M,107,task_time_critical_lightweight_2,time_critical_lightweight,0.7384634427711357,5680.0,0,-1.0,1,deadline_exceeded,failed,
M,107,task_time_critical_lightweight_3,time_critical_lightweight,0.7437454258209389,5400.0,0,-1.0,1,deadline_exceeded,failed,
M,107,task_time_critical_lightweight_4,time_critical_lightweight,0.8014718146957278,5600.0,0,-1.0,1,deadline_exceeded,failed,
M,107,task_time_critical_lightweight_5,time_critical_lightweight,0.9990408478723772,6280.0,0,-1.0,1,lifeline_zero,failed,
RB,103,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,103,basic_02,routine_bulk,0.4,35200.0,1,2540.0,0,,delivered,truck_1
RB,103,basic_03,routine_bulk,0.4,36800.0,1,1860.0,0,,delivered,truck_0
RB,103,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,103,basic_05,routine_bulk,0.4,40000.0,1,6500.0,0,,delivered,truck_1
RB,103,basic_06,routine_bulk,0.4,41600.0,1,1500.0,0,,delivered,truck_3
RB,103,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,103,basic_08,routine_bulk,0.4,44800.0,1,4120.0,0,,delivered,truck_2
RB,103,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,103,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
MB,107,task_routine_bulk_0,routine_bulk,0.4853363518492926,8400.0,1,360.0,0,,delivered,truck_1
MB,107,task_routine_bulk_1,routine_bulk,0.3119932444215186,8800.0,1,1560.0,0,,delivered,truck_0
MB,107,task_routine_bulk_2,routine_bulk,0.2402418763894424,9200.0,1,1420.0,0,,delivered,truck_1
MB,107,task_routine_bulk_3,routine_bulk,0.3157313776456841,9600.0,1,640.0,0,,delivered,truck_0
MB,107,task_routine_bulk_4,routine_bulk,0.4097881627051271,10000.0,1,1700.0,0,,delivered,truck_1
MB,107,task_routine_bulk_5,routine_bulk,0.4888413201713214,10400.0,1,2200.0,0,,delivered,truck_0
MB,107,task_time_critical_lightweight_0,time_critical_lightweight,0.964846292553054,4800.0,0,-1.0,1,lifeline_zero,failed,
MB,107,task_time_critical_lightweight_1,time_critical_lightweight,0.7874535744397599,5000.0,0,-1.0,1,deadline_exceeded,failed,
MB,107,task_time_critical_lightweight_2,time_critical_lightweight,0.7384634427711357,5680.0,0,-1.0,1,lifeline_zero,failed,
MB,107,task_time_critical_lightweight_3,time_critical_lightweight,0.7437454258209389,5400.0,0,-1.0,1,deadline_exceeded,failed,
MB,107,task_time_critical_lightweight_4,time_critical_lightweight,0.8014718146957278,5600.0,0,-1.0,1,lifeline_zero,failed,
MB,107,task_time_critical_lightweight_5,time_critical_lightweight,0.9990408478723772,6280.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_routine_bulk_0,routine_bulk,0.3041748807187687,19200.0,1,720.0,0,,delivered,truck_2
L,106,task_routine_bulk_1,routine_bulk,0.2371770583568798,20400.0,1,3200.0,0,,delivered,truck_2
L,106,task_routine_bulk_2,routine_bulk,0.2018015813894013,21600.0,1,2000.0,0,,delivered,truck_3
L,106,task_routine_bulk_3,routine_bulk,0.3703078937759816,22800.0,1,1900.0,0,,delivered,truck_2
L,106,task_routine_bulk_4,routine_bulk,0.2563586343138667,24000.0,1,3380.0,0,,delivered,truck_0
L,106,task_routine_bulk_5,routine_bulk,0.5920820278261801,25200.0,1,180.0,0,,delivered,truck_0
L,106,task_routine_bulk_6,routine_bulk,0.3294775831790963,26400.0,1,280.0,0,,delivered,truck_1
L,106,task_routine_bulk_7,routine_bulk,0.5555376124004635,27600.0,1,1520.0,0,,delivered,truck_1
L,106,task_time_critical_lightweight_0,time_critical_lightweight,0.774646165207239,12000.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_1,time_critical_lightweight,0.7809525578988008,12600.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_2,time_critical_lightweight,0.9049880278821212,13200.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_3,time_critical_lightweight,0.7465918500496874,13800.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_4,time_critical_lightweight,0.7312565824232282,14400.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_5,time_critical_lightweight,0.9426048541447214,15000.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_6,time_critical_lightweight,0.8110072138332803,15600.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_7,time_critical_lightweight,0.8975879731334194,17160.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_8,time_critical_lightweight,0.9606920144075496,16800.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_9,time_critical_lightweight,0.7350690289126702,18360.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_10,time_critical_lightweight,0.8116832852154032,18960.0,0,-1.0,1,lifeline_zero,failed,
L,106,task_time_critical_lightweight_11,time_critical_lightweight,0.8206547515719875,18600.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_routine_bulk_0,routine_bulk,0.4291837918236352,19200.0,0,-1.0,1,deadline_exceeded,failed,
LB,102,task_routine_bulk_1,routine_bulk,0.2454711203278465,20400.0,1,3120.0,0,,delivered,truck_2
LB,102,task_routine_bulk_2,routine_bulk,0.3976042905163367,21600.0,0,-1.0,1,deadline_exceeded,failed,
LB,102,task_routine_bulk_3,routine_bulk,0.5908338171405074,22800.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_routine_bulk_4,routine_bulk,0.3182605854911148,24000.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_routine_bulk_5,routine_bulk,0.316760490021223,25200.0,1,3860.0,0,,delivered,truck_1
LB,102,task_routine_bulk_6,routine_bulk,0.3055363954601743,26400.0,1,860.0,0,,delivered,truck_2
LB,102,task_routine_bulk_7,routine_bulk,0.4415615487702636,27600.0,0,-1.0,1,lifeline_zero,failed,
