scenario,seed,task_id,task_class,urgency_score,deadline_seconds,completed,completed_seconds,failed,failed_reason,final_status,completed_by_agent
LB,102,task_time_critical_lightweight_0,time_critical_lightweight,0.7521593742751356,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_1,time_critical_lightweight,0.7491376000307091,13560.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_2,time_critical_lightweight,0.8083948419266088,13200.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_3,time_critical_lightweight,0.9739813351739603,13800.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_4,time_critical_lightweight,0.8902529497747588,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_5,time_critical_lightweight,0.7848123351493127,15000.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_6,time_critical_lightweight,0.9948248799678304,16560.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_7,time_critical_lightweight,0.8273965865006737,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_8,time_critical_lightweight,0.800241625655852,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_9,time_critical_lightweight,0.8133445160620112,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_10,time_critical_lightweight,0.7234608659077144,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,102,task_time_critical_lightweight_11,time_critical_lightweight,0.8885468420710438,18600.0,0,-1.0,1,lifeline_zero,failed,
M,108,task_routine_bulk_0,routine_bulk,0.2489143800389326,8400.0,1,720.0,0,,delivered,truck_0
M,108,task_routine_bulk_1,routine_bulk,0.274954512618551,8800.0,1,540.0,0,,delivered,truck_0
M,108,task_routine_bulk_2,routine_bulk,0.2891503711028079,9200.0,1,580.0,0,,delivered,truck_1
M,108,task_routine_bulk_3,routine_bulk,0.539853856129167,9600.0,1,1240.0,0,,delivered,truck_1
M,108,task_routine_bulk_4,routine_bulk,0.4402484646397047,10000.0,1,2100.0,0,,delivered,truck_1
M,108,task_routine_bulk_5,routine_bulk,0.5609855287075038,10400.0,1,1520.0,0,,delivered,truck_0
M,108,task_time_critical_lightweight_0,time_critical_lightweight,0.9259272744139848,4800.0,0,-1.0,1,deadline_exceeded,failed,
M,108,task_time_critical_lightweight_1,time_critical_lightweight,0.9666270031497304,5480.0,0,-1.0,1,deadline_exceeded,failed,
M,108,task_time_critical_lightweight_2,time_critical_lightweight,0.7889238239452762,5200.0,0,-1.0,1,deadline_exceeded,failed,
M,108,task_time_critical_lightweight_3,time_critical_lightweight,0.8054843075171223,5400.0,0,-1.0,1,deadline_exceeded,failed,
M,108,task_time_critical_lightweight_4,time_critical_lightweight,0.7439836402190011,6080.0,0,-1.0,1,deadline_exceeded,failed,
M,108,task_time_critical_lightweight_5,time_critical_lightweight,0.8074016777627845,5800.0,0,-1.0,1,deadline_exceeded,failed,
MB,108,task_routine_bulk_0,routine_bulk,0.2489143800389326,8400.0,1,720.0,0,,delivered,truck_0
MB,108,task_routine_bulk_1,routine_bulk,0.274954512618551,8800.0,1,540.0,0,,delivered,truck_0
MB,108,task_routine_bulk_2,routine_bulk,0.2891503711028079,9200.0,1,580.0,0,,delivered,truck_1
MB,108,task_routine_bulk_3,routine_bulk,0.539853856129167,9600.0,1,1240.0,0,,delivered,truck_1
MB,108,task_routine_bulk_4,routine_bulk,0.4402484646397047,10000.0,1,2100.0,0,,delivered,truck_1
MB,108,task_routine_bulk_5,routine_bulk,0.5609855287075038,10400.0,1,1520.0,0,,delivered,truck_0
MB,108,task_time_critical_lightweight_0,time_critical_lightweight,0.9259272744139848,4800.0,0,-1.0,1,deadline_exceeded,failed,
MB,108,task_time_critical_lightweight_1,time_critical_lightweight,0.9666270031497304,5480.0,0,-1.0,1,lifeline_zero,failed,
MB,108,task_time_critical_lightweight_2,time_critical_lightweight,0.7889238239452762,5200.0,0,-1.0,1,deadline_exceeded,failed,
MB,108,task_time_critical_lightweight_3,time_critical_lightweight,0.8054843075171223,5400.0,0,-1.0,1,deadline_exceeded,failed,
MB,108,task_time_critical_lightweight_4,time_critical_lightweight,0.7439836402190011,6080.0,0,-1.0,1,lifeline_zero,failed,
MB,108,task_time_critical_lightweight_5,time_critical_lightweight,0.8074016777627845,5800.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_routine_bulk_0,routine_bulk,0.5706680857831006,19200.0,1,1280.0,0,,delivered,truck_0
L,107,task_routine_bulk_1,routine_bulk,0.2966517718910157,20400.0,1,2240.0,0,,delivered,truck_1
L,107,task_routine_bulk_2,routine_bulk,0.5547067970949975,21600.0,1,760.0,0,,delivered,truck_1
L,107,task_routine_bulk_3,routine_bulk,0.2436562031867523,22800.0,1,1320.0,0,,delivered,truck_1
L,107,task_routine_bulk_4,routine_bulk,0.4304808019757515,24000.0,1,2320.0,0,,delivered,truck_0
L,107,task_routine_bulk_5,routine_bulk,0.3804450519899658,25200.0,1,1160.0,0,,delivered,truck_3
L,107,task_routine_bulk_6,routine_bulk,0.2221731791610967,26400.0,1,2860.0,0,,delivered,truck_3
L,107,task_routine_bulk_7,routine_bulk,0.4377062722154169,27600.0,1,740.0,0,,delivered,truck_2
L,107,task_time_critical_lightweight_0,time_critical_lightweight,0.8302499593770897,12000.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_1,time_critical_lightweight,0.7411016998019768,12600.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_2,time_critical_lightweight,0.7545769185202815,14160.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_3,time_critical_lightweight,0.8390694278116883,14760.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_4,time_critical_lightweight,0.8046278717993235,14400.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_5,time_critical_lightweight,0.90085693700648,15000.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_6,time_critical_lightweight,0.7731538051901221,15600.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_7,time_critical_lightweight,0.8164838175840352,17160.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_8,time_critical_lightweight,0.969115762600605,16800.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_9,time_critical_lightweight,0.9597035886893124,17400.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_10,time_critical_lightweight,0.8653418966582734,18000.0,0,-1.0,1,lifeline_zero,failed,
L,107,task_time_critical_lightweight_11,time_critical_lightweight,0.961564265025886,18600.0,0,-1.0,1,lifeline_zero,failed,
RB,105,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,105,basic_02,routine_bulk,0.4,35200.0,1,2540.0,0,,delivered,truck_1
RB,105,basic_03,routine_bulk,0.4,36800.0,1,1860.0,0,,delivered,truck_0
RB,105,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,105,basic_05,routine_bulk,0.4,40000.0,1,4320.0,0,,delivered,truck_2
RB,105,basic_06,routine_bulk,0.4,41600.0,1,1760.0,0,,delivered,truck_3
RB,105,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,105,basic_08,routine_bulk,0.4,44800.0,1,2800.0,0,,delivered,truck_3
RB,105,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,105,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_routine_bulk_0,routine_bulk,0.4791820181037265,19200.0,0,-1.0,1,deadline_exceeded,failed,
LB,104,task_routine_bulk_1,routine_bulk,0.5886518651509982,20400.0,1,2560.0,0,,delivered,truck_3
LB,104,task_routine_bulk_2,routine_bulk,0.276105417555162,21600.0,1,4720.0,0,,delivered,truck_1
LB,104,task_routine_bulk_3,routine_bulk,0.4856080726818375,22800.0,1,2380.0,0,,delivered,truck_1
LB,104,task_routine_bulk_4,routine_bulk,0.5478035996107795,24000.0,1,2740.0,0,,delivered,truck_0
LB,104,task_routine_bulk_5,routine_bulk,0.3513742626619964,25200.0,1,5160.0,0,,delivered,truck_3
LB,104,task_routine_bulk_6,routine_bulk,0.4791203724344151,26400.0,1,1860.0,0,,delivered,truck_0
LB,104,task_routine_bulk_7,routine_bulk,0.4152644182883732,27600.0,1,3680.0,0,,delivered,truck_3
LB,104,task_time_critical_lightweight_0,time_critical_lightweight,0.7334050411538343,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_1,time_critical_lightweight,0.7756329563794074,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_2,time_critical_lightweight,0.7888680287525364,14160.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_3,time_critical_lightweight,0.8367675481815295,13800.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_4,time_critical_lightweight,0.8127661232413205,15360.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_5,time_critical_lightweight,0.8423225708886023,15960.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_6,time_critical_lightweight,0.8491294207660127,15600.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_7,time_critical_lightweight,0.92867704351312,16200.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_8,time_critical_lightweight,0.8211665605115068,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_9,time_critical_lightweight,0.8946614200318721,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_10,time_critical_lightweight,0.9073734486686894,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,104,task_time_critical_lightweight_11,time_critical_lightweight,0.7839172668337464,18600.0,0,-1.0,1,lifeline_zero,failed,
M,109,task_routine_bulk_0,routine_bulk,0.2829728385274607,8400.0,1,840.0,0,,delivered,truck_1
M,109,task_routine_bulk_1,routine_bulk,0.5192989334458131,8800.0,1,1160.0,0,,delivered,truck_0
M,109,task_routine_bulk_2,routine_bulk,0.2536617603620894,9200.0,1,2340.0,0,,delivered,truck_1
M,109,task_routine_bulk_3,routine_bulk,0.4570141508284656,9600.0,1,220.0,0,,delivered,truck_0
M,109,task_routine_bulk_4,routine_bulk,0.243728924266751,10000.0,1,1620.0,0,,delivered,truck_0
M,109,task_routine_bulk_5,routine_bulk,0.5054521103748251,10400.0,1,3940.0,0,,delivered,truck_0
M,109,task_time_critical_lightweight_0,time_critical_lightweight,0.7211441729659892,4800.0,0,-1.0,1,deadline_exceeded,failed,
M,109,task_time_critical_lightweight_1,time_critical_lightweight,0.9693698221899892,5000.0,0,-1.0,1,deadline_exceeded,failed,
M,109,task_time_critical_lightweight_2,time_critical_lightweight,0.93872326160236,5680.0,0,-1.0,1,deadline_exceeded,failed,
M,109,task_time_critical_lightweight_3,time_critical_lightweight,0.7562421154846486,5400.0,0,-1.0,1,deadline_exceeded,failed,
M,109,task_time_critical_lightweight_4,time_critical_lightweight,0.8195356645400633,6080.0,0,-1.0,1,deadline_exceeded,failed,
M,109,task_time_critical_lightweight_5,time_critical_lightweight,0.8517542520085993,5800.0,0,-1.0,1,deadline_exceeded,failed,
L,108,task_routine_bulk_0,routine_bulk,0.5609855287075038,19200.0,1,820.0,0,,delivered,truck_3
L,108,task_routine_bulk_1,routine_bulk,0.501236365885313,20400.0,1,1340.0,0,,delivered,truck_0
L,108,task_routine_bulk_2,routine_bulk,0.5555026708663071,21600.0,1,3480.0,0,,delivered,truck_0
L,108,task_routine_bulk_3,routine_bulk,0.3185650985937015,22800.0,1,1000.0,0,,delivered,truck_2
L,108,task_routine_bulk_4,routine_bulk,0.340645743356163,24000.0,1,1860.0,0,,delivered,truck_1
L,108,task_routine_bulk_5,routine_bulk,0.2586448536253348,25200.0,1,1220.0,0,,delivered,truck_3
L,108,task_routine_bulk_6,routine_bulk,0.343202237017046,26400.0,1,3720.0,0,,delivered,truck_1
L,108,task_routine_bulk_7,routine_bulk,0.5744015331175518,27600.0,1,2020.0,0,,delivered,truck_0
L,108,task_time_critical_lightweight_0,time_critical_lightweight,0.7335914098601112,12000.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_1,time_critical_lightweight,0.8868543307242109,12600.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_2,time_critical_lightweight,0.8622104462015817,14160.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_3,time_critical_lightweight,0.8776064072695569,13800.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_4,time_critical_lightweight,0.9812414865193096,14400.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_5,time_critical_lightweight,0.7361653400527843,15960.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_6,time_critical_lightweight,0.8281854223501783,15600.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_7,time_critical_lightweight,0.9473833365764368,16200.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_8,time_critical_lightweight,0.7862908118294443,17760.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_9,time_critical_lightweight,0.8110961246662984,17400.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_10,time_critical_lightweight,0.9060906911985231,18000.0,0,-1.0,1,lifeline_zero,failed,
L,108,task_time_critical_lightweight_11,time_critical_lightweight,0.8683274098138106,18600.0,0,-1.0,1,lifeline_zero,failed,
MB,109,task_routine_bulk_0,routine_bulk,0.2829728385274607,8400.0,1,840.0,0,,delivered,truck_1
MB,109,task_routine_bulk_1,routine_bulk,0.5192989334458131,8800.0,1,1160.0,0,,delivered,truck_0
MB,109,task_routine_bulk_2,routine_bulk,0.2536617603620894,9200.0,1,2340.0,0,,delivered,truck_1
MB,109,task_routine_bulk_3,routine_bulk,0.4570141508284656,9600.0,1,220.0,0,,delivered,truck_0
MB,109,task_routine_bulk_4,routine_bulk,0.243728924266751,10000.0,1,1620.0,0,,delivered,truck_0
MB,109,task_routine_bulk_5,routine_bulk,0.5054521103748251,10400.0,1,4860.0,0,,delivered,truck_0
MB,109,task_time_critical_lightweight_0,time_critical_lightweight,0.7211441729659892,4800.0,0,-1.0,1,deadline_exceeded,failed,
MB,109,task_time_critical_lightweight_1,time_critical_lightweight,0.9693698221899892,5000.0,0,-1.0,1,lifeline_zero,failed,
MB,109,task_time_critical_lightweight_2,time_critical_lightweight,0.93872326160236,5680.0,0,-1.0,1,lifeline_zero,failed,
MB,109,task_time_critical_lightweight_3,time_critical_lightweight,0.7562421154846486,5400.0,0,-1.0,1,deadline_exceeded,failed,
MB,109,task_time_critical_lightweight_4,time_critical_lightweight,0.8195356645400633,6080.0,0,-1.0,1,lifeline_zero,failed,
MB,109,task_time_critical_lightweight_5,time_critical_lightweight,0.8517542520085993,5800.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_routine_bulk_0,routine_bulk,0.4422958379032641,19200.0,0,-1.0,1,deadline_exceeded,failed,
LB,105,task_routine_bulk_1,routine_bulk,0.3520407981066683,20400.0,1,1880.0,0,,delivered,truck_0
LB,105,task_routine_bulk_2,routine_bulk,0.287785035971319,21600.0,1,3640.0,0,,delivered,truck_2
LB,105,task_routine_bulk_3,routine_bulk,0.350797741406931,22800.0,1,1360.0,0,,delivered,truck_2
LB,105,task_routine_bulk_4,routine_bulk,0.4555758510257406,24000.0,1,2460.0,0,,delivered,truck_1
LB,105,task_routine_bulk_5,routine_bulk,0.4710880429495432,25200.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_routine_bulk_6,routine_bulk,0.4027653483499122,26400.0,1,1620.0,0,,delivered,truck_1
LB,105,task_routine_bulk_7,routine_bulk,0.4532664729099701,27600.0,1,1340.0,0,,delivered,truck_1
LB,105,task_time_critical_lightweight_0,time_critical_lightweight,0.8976075549457397,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_1,time_critical_lightweight,0.778127135572565,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_2,time_critical_lightweight,0.7499811226475924,13200.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_3,time_critical_lightweight,0.9578263112503582,13800.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_4,time_critical_lightweight,0.795836380139859,15360.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_5,time_critical_lightweight,0.780918270447546,15000.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_6,time_critical_lightweight,0.8689360715219382,16560.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_7,time_critical_lightweight,0.9402474835352292,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_8,time_critical_lightweight,0.9661089449093814,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_9,time_critical_lightweight,0.8274854444539167,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_10,time_critical_lightweight,0.7765952172368125,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,105,task_time_critical_lightweight_11,time_critical_lightweight,0.8832814159350445,18600.0,0,-1.0,1,lifeline_zero,failed,
RB,106,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,106,basic_02,routine_bulk,0.4,35200.0,1,2540.0,0,,delivered,truck_1
RB,106,basic_03,routine_bulk,0.4,36800.0,1,1860.0,0,,delivered,truck_0
RB,106,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,106,basic_05,routine_bulk,0.4,40000.0,1,6500.0,0,,delivered,truck_1
RB,106,basic_06,routine_bulk,0.4,41600.0,1,1720.0,0,,delivered,truck_3
RB,106,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,106,basic_08,routine_bulk,0.4,44800.0,1,6040.0,0,,delivered,truck_2
RB,106,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,106,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_routine_bulk_0,routine_bulk,0.3041748807187687,19200.0,1,720.0,0,,delivered,truck_2
LB,106,task_routine_bulk_1,routine_bulk,0.2371770583568798,20400.0,1,3320.0,0,,delivered,truck_2
LB,106,task_routine_bulk_2,routine_bulk,0.2018015813894013,21600.0,0,-1.0,1,deadline_exceeded,failed,
LB,106,task_routine_bulk_3,routine_bulk,0.3703078937759816,22800.0,1,1940.0,0,,delivered,truck_2
LB,106,task_routine_bulk_4,routine_bulk,0.2563586343138667,24000.0,1,5540.0,0,,delivered,truck_0
LB,106,task_routine_bulk_5,routine_bulk,0.5920820278261801,25200.0,1,180.0,0,,delivered,truck_0
LB,106,task_routine_bulk_6,routine_bulk,0.3294775831790963,26400.0,1,280.0,0,,delivered,truck_1
LB,106,task_routine_bulk_7,routine_bulk,0.5555376124004635,27600.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_0,time_critical_lightweight,0.774646165207239,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_1,time_critical_lightweight,0.7809525578988008,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_2,time_critical_lightweight,0.9049880278821212,13200.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_3,time_critical_lightweight,0.7465918500496874,13800.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_4,time_critical_lightweight,0.7312565824232282,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_5,time_critical_lightweight,0.9426048541447214,15000.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_6,time_critical_lightweight,0.8110072138332803,15600.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_7,time_critical_lightweight,0.8975879731334194,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_8,time_critical_lightweight,0.9606920144075496,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_9,time_critical_lightweight,0.7350690289126702,18360.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_10,time_critical_lightweight,0.8116832852154032,18960.0,0,-1.0,1,lifeline_zero,failed,
LB,106,task_time_critical_lightweight_11,time_critical_lightweight,0.8206547515719875,18600.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_routine_bulk_0,routine_bulk,0.243728924266751,19200.0,1,3760.0,0,,delivered,truck_1
L,109,task_routine_bulk_1,routine_bulk,0.5054521103748251,20400.0,1,2220.0,0,,delivered,truck_1
L,109,task_routine_bulk_2,routine_bulk,0.228192230621319,21600.0,1,1540.0,0,,delivered,truck_0
L,109,task_routine_bulk_3,routine_bulk,0.5591597629199856,22800.0,1,2880.0,0,,delivered,truck_2
L,109,task_routine_bulk_4,routine_bulk,0.5182976821364798,24000.0,1,3340.0,0,,delivered,truck_0
L,109,task_routine_bulk_5,routine_bulk,0.2749894873128647,25200.0,1,820.0,0,,delivered,truck_2
L,109,task_routine_bulk_6,routine_bulk,0.3593808860534178,26400.0,1,2460.0,0,,delivered,truck_3
L,109,task_routine_bulk_7,routine_bulk,0.4023390026781324,27600.0,1,2480.0,0,,delivered,truck_0
L,109,task_time_critical_lightweight_0,time_critical_lightweight,0.9897379983613448,12000.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_1,time_critical_lightweight,0.706236225687008,12600.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_2,time_critical_lightweight,0.7651739864753156,14160.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_3,time_critical_lightweight,0.8801124407111246,13800.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_4,time_critical_lightweight,0.8306203940527022,14400.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_5,time_critical_lightweight,0.7964834075936699,15000.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_6,time_critical_lightweight,0.7422776363571023,15600.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_7,time_critical_lightweight,0.9318751313700842,17160.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_8,time_critical_lightweight,0.923149714829651,16800.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_9,time_critical_lightweight,0.9021797238988898,18360.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_10,time_critical_lightweight,0.7471077952711116,18000.0,0,-1.0,1,lifeline_zero,failed,
L,109,task_time_critical_lightweight_11,time_critical_lightweight,0.9989661728188876,18600.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_routine_bulk_0,routine_bulk,0.5706680857831006,19200.0,1,1280.0,0,,delivered,truck_0
LB,107,task_routine_bulk_1,routine_bulk,0.2966517718910157,20400.0,1,2240.0,0,,delivered,truck_1
LB,107,task_routine_bulk_2,routine_bulk,0.5547067970949975,21600.0,1,760.0,0,,delivered,truck_1
LB,107,task_routine_bulk_3,routine_bulk,0.2436562031867523,22800.0,1,1320.0,0,,delivered,truck_1
LB,107,task_routine_bulk_4,routine_bulk,0.4304808019757515,24000.0,1,2320.0,0,,delivered,truck_0
LB,107,task_routine_bulk_5,routine_bulk,0.3804450519899658,25200.0,1,1160.0,0,,delivered,truck_3
LB,107,task_routine_bulk_6,routine_bulk,0.2221731791610967,26400.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_routine_bulk_7,routine_bulk,0.4377062722154169,27600.0,1,740.0,0,,delivered,truck_2
LB,107,task_time_critical_lightweight_0,time_critical_lightweight,0.8302499593770897,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_1,time_critical_lightweight,0.7411016998019768,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_2,time_critical_lightweight,0.7545769185202815,14160.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_3,time_critical_lightweight,0.8390694278116883,14760.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_4,time_critical_lightweight,0.8046278717993235,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_5,time_critical_lightweight,0.90085693700648,15000.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_6,time_critical_lightweight,0.7731538051901221,15600.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_7,time_critical_lightweight,0.8164838175840352,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_8,time_critical_lightweight,0.969115762600605,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_9,time_critical_lightweight,0.9597035886893124,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,107,task_time_critical_lightweight_10,time_critical_lightweight,0.8653418966582734,18000.0,0,-1.0,1,lifeline_zero,failed,
