analysis_family,scenario,comparator,outcome,direction_favorable,n_pairs,mean_mainline,mean_comparator,mean_difference_mainline_minus_comparator,median_difference_mainline_minus_comparator,bootstrap_mean_difference_ci95_low,bootstrap_mean_difference_ci95_high,exact_sign_flip_p_two_sided,exact_wilcoxon_p_two_sided,paired_rank_biserial_mainline_minus_comparator,wilcoxon_w_plus,wilcoxon_w_minus,wilcoxon_nonzero_pairs,favorable_wins,ties,favorable_losses,bootstrap_resamples,multiplicity_family
rb_transfer_descriptive,RB,C-ALNS,tc_completion,positive,10,0.991666666666667,0.991666666666667,0.0,0.0,-0.025,0.025,1.0,1.0,0.0,1.5,1.5,2,1,8,1,10000,none_secondary_descriptive
rb_transfer_descriptive,RB,C-ALNS,pwct_seconds,negative,10,2394.5,2110.12686567164,284.373134328358,301.007462686567,-564.228917910448,1080.86735074627,0.50390625,0.083984375,0.636363636363636,45.0,10.0,10,2,0,8,10000,none_secondary_descriptive
rb_transfer_descriptive,RB,DR-ALNS,tc_completion,positive,10,0.991666666666667,0.991666666666667,0.0,0.0,-0.025,0.025,1.0,1.0,0.0,1.5,1.5,2,1,8,1,10000,none_secondary_descriptive
rb_transfer_descriptive,RB,DR-ALNS,pwct_seconds,negative,10,2394.5,2156.05223880597,238.44776119403,157.164179104478,-681.895149253731,1048.2375,0.53125,0.083984375,0.636363636363636,45.0,10.0,10,1,0,9,10000,none_secondary_descriptive
